NAME,ADDRESS,DISTRICT,Latitude,Longitude,FACILITY_TYPE
Aberdeen Ambulance Depot,"1 Nam Fung Road, Aberdeen, Hong Kong",SOUTHERN,22.25036991,114.173867,Ambulance Depot
Braemar Hill Ambulance Depot,"170 Tin Hau Temple Road, North Point, Hong Kong",EASTERN,22.28813421,114.2017064,Ambulance Depot
Castle Peak Bay Ambulance Depot,"6 Tuen Yee Street, Tuen Mun, New Territories",TUEN MUN,22.38298686,113.9695,Ambulance Depot
Chai Wan Ambulance  Depot,"401-404 Chin Hing Hse, Hing Wah Estate, Chai Wan, Hong Kong",EASTERN,22.26247927,114.2333305,Ambulance Depot
Cheung Sha Wan Ambulance Depot,"7 Fat Tseung Street, Cheung Sha Wan, Kowloon",SHAM SHUI PO,22.33568076,114.1548781,Ambulance Depot
Fanling Ambulance Depot,"2 Sha Tau Kok Road - Lung Yeuk Tau, Fanling, New Territories",NORTH,22.49392829,114.1399262,Ambulance Depot
Ho Man Tin Ambulance Depot,"88 Chung Hau Street, Ho Man Tin, Kowloon",KOWLOON CITY,22.31452355,114.1795822,Ambulance Depot
Hong Kong-Zhuhai-Macao Bridge Ambulance Depot,"10 Shun Ngon Road, Hong Kong-Zhuhai-Macao Bridge Hong Kong Port, New Territories",ISLANDS,22.31414301,113.9560519,Ambulance Depot
Kowloon Tong Ambulance Depot,"3 Baptist University Road, Kowloon",KOWLOON CITY,22.33468878,114.1826306,Ambulance Depot
Kwun Tong Ambulance Depot,"426 Kwun Tong Road, Kwun Tong, Kowloon",KWUN TONG,22.31207787,114.2259549,Ambulance Depot
Kai Tak Ambulance Depot,"5 Cheung Yip Street, Kowloon",KWUN TONG,22.31643441,114.2112328,Ambulance Depot
Kwai Chung Ambulance Depot,"86 Hing Shing Road, Kwai Chung , New Territories",KWAI TSING,22.35986681,114.1249713,Ambulance Depot
Lai Chi Kok Ambulance Depot,"33 Mei Lai Road, Lai Chi Kok, Kowloon",SHAM SHUI PO,22.33763799,114.1413168,Ambulance Depot
Lam Tin Ambulance Depot,"30 Lei Yue Mun Road, Kowloon",KWUN TONG,22.30353158,114.2359576,Ambulance Depot
Lei Muk Shue Ambulance Depot,"300A Wo Yi Hop Road, Kwai Chung, New Territories",KWAI TSING,22.37477966,114.1370739,Ambulance Depot
Lau Fau Shan Ambulance Depot,"101 Tin Shui Road, Tin Shui Wai, New Territories",YUEN LONG,22.47153307,114.0024045,Ambulance Depot
Ma On Shan Ambulance Depot,"1 On Shan Lane, Ma On Shan, New Territories",SHA TIN,22.41957509,114.2331219,Ambulance Depot
Ma Tau Chung Ambulance Depot,"53 Shing Tak Street, Ma Tau Wai, Kowloon",KOWLOON CITY,22.32465552,114.1879396,Ambulance Depot
Mongkok Ambulance Depot,"42 Tai Kok Tsui Road, Kowloon",YAU TSIM MONG,22.32019413,114.1622377,Ambulance Depot
Morrison Hill Ambulance Depot,"8 Oi Kwan Road, Wan Chai, Hong Kong",WAN CHAI,22.27575511,114.1780387,Ambulance Depot
Mount Davis Ambulance Depot,"2 Lung Wah Street, Kennedy Town, Hong Kong",CENTRAL AND WESTERN,22.27950484,114.1290569,Ambulance Depot
Ngau Tau Kok Ambulance Depot,"9 Siu Yip Street, Ngau Tau Kok, Kowloon",KWUN TONG,22.32010062,114.2122431,Ambulance Depot
Pak Tin Ambulance Depot,"G/F, Shui Tin House, Pak Tin Estate, 50 Pak Wan Street, Shek Kip Mei, Kowloon",SHAM SHUI PO,22.33603423,114.1686816,Ambulance Depot
Penny's Bay Ambulance Depot,"8 Long Yan Road, North Lantau Island, New Territories",TSUEN WAN,22.31741852,114.0396049,Ambulance Depot
Pok Fu Lam Ambulance Depot,"789 Pok Fu Lam Road, Hong Kong",SOUTHERN,22.25315594,114.1386799,Ambulance Depot
Po Lam Ambulance Depot,"17 Po Lam Road North, New Territories",SAI KUNG,22.3271031,114.2535363,Ambulance Depot
Sai Wan Ho Ambulance Depot,"22 Wai Hang Street, Sai Wan Ho, Hong Kong",EASTERN,22.28285655,114.2197539,Ambulance Depot
Shatin Ambulance Depot,"24 Yuen Wo Road, Shatin, New Territories",SHA TIN,22.39099262,114.2003651,Ambulance Depot
Sheung Shui Ambulance Depot,"1 Choi Shun Street, Sheung Shui, New Territories",NORTH,22.50577944,114.1201256,Ambulance Depot
Sham Tseng Ambulance Depot,"32 Castle Peak Road - Sham Tseng, Sham Tseng, New Territories",TSUEN WAN,22.36770982,114.0631298,Ambulance Depot
Tai Po Ambulance Depot,"21 Tai Po Tai Wo Road, Tai Po, New Territories",TAI PO,22.45168768,114.1639338,Ambulance Depot
Ta Kwu Ling Ambulance Depot,"Lin Ma Hang Road, Ta Kwu Ling, New Territories",NORTH,22.541,114.149,Ambulance Depot
Tung Chung Ambulance Depot,"3 Shun Tung Road, Tung Chung, Lantau Island",ISLANDS,22.28526574,113.9417369,Ambulance Depot
Tai Chik Sha Ambulance Depot,"321 Wan Po Road, Tseung Kwan O, New Territories",SAI KUNG,22.28979547,114.2744861,Ambulance Depot
Tin Sum Ambulance Depot?,"2 Fu Kin Street, Shatin, New Territories",SHA TIN,22.36634099,114.1759714,Ambulance Depot
Tiu Keng Leng Ambulance Depot,"6 Chui Shin Street, Tseung Kwan O, New Territories",SAI KUNG,22.30417,114.25503,Ambulance Depot
Tin Shui Wai Ambulance Depot,"3 Tin Ho Road, Tin Shui Wai, New Territories",YUEN LONG,22.45020243,114.0016443,Ambulance Depot
Tsing Yi Ambulance Depot,"30 Chung Mei Road, Tsing Yi, New Territories",KWAI TSING,22.35065774,114.1065681,Ambulance Depot
Tsuen Wan Ambulance Depot,"47-51 Wai Tsuen Road, Tsuen Wan, New Territories",TSUEN WAN,22.37400755,114.1216745,Ambulance Depot
Tsim Tung Ambulance Depot,"5-7 Hong Tat Path, Tsim Sha Tsui East, Kowloon",YAU TSIM MONG,22.30170009,114.1792326,Ambulance Depot
Tuen Mun Ambulance Depot,"1 Tsun Wen Road, Tuen Mun, New Territories",TUEN MUN,22.39546872,113.9708605,Ambulance Depot
Wong Tai Sin Ambulance Depot,"5 Ying Fung Lane, Wong Tai Sin, Kowloon",WONG TAI SIN,22.34261646,114.1970176,Ambulance Depot
Yau Ma Tei Ambulance Depot,"44 Waterloo Road, Yau Ma Tei, Kowloon",YAU TSIM MONG,22.31292507,114.1714684,Ambulance Depot
Yuen Long Ambulance Depot,"2 Fung Kam Street, Yuen Long, New Territories",YUEN LONG,22.44105863,114.0331498,Ambulance Depot
TWGHs Wong Tai Sin Hospital,"124 Shatin Pass Road, Kowloon",WONG TAI SIN,22.34729178,114.196555,Hospital Authority List of Medical Social Services Units
Our Lady of Maryknoll Hospital,"118 Shatin Pass Road, Wong Tai Sin, Kowloon",WONG TAI SIN,22.34571434,114.1971287,Hospital Authority List of Medical Social Services Units
Hong Kong Buddhist Hospital,"10 Heng Lam Road, Lok Fu, Kowloon",WONG TAI SIN,22.33569815,114.1889974,Hospital Authority List of Medical Social Services Units
Haven of Hope Hospital,"8 Haven of Hope Road, Tseung Kwan O, New Territories",SAI KUNG,22.31376831,114.256511,Hospital Authority List of Medical Social Services Units
Tung Wah Hospital,"3/F., Li Shiu Chung Memorial Building, Tung Wah Hospital, 12 Po Yan Street, Hong Kong",CENTRAL AND WESTERN,22.28520483,114.146861,Hospital Authority List of Medical Social Services Units
The Duchess of Kent Children's Hospital at Sandy Bay,"12 Sandy Bay Road, Pokfulam, Hong Kong",SOUTHERN,22.27157558,114.1242299,Hospital Authority List of Medical Social Services Units
MacLehose Medical Rehabilitation Centre,"7 Sha Wan Drive, Pokfulam, Hong Kong",SOUTHERN,22.26983365,114.1240437,Hospital Authority List of Medical Social Services Units
Grantham Hospital,"125 Wong Chuk Hang Road, Aberdeen, Hong Kong",SOUTHERN,22.25107798,114.1732121,Hospital Authority List of Medical Social Services Units
"Queen Mary Hospital (Integrated Care and Discharge Support for Elderly Patients, Palliative Care Service, Student Mental Health Support Scheme)","Queen Mary Hospital, 102 Pokfulam Road, Hong Kong (Office located at Room 113, 1/F Nursing School. Please call the office in advance if required.)",SOUTHERN,22.26857056,114.132441,Hospital Authority List of Medical Social Services Units
TWGHs Fung Yiu King Hospital,"9 Sandy Bay Road, Pokfulam, Hong Kong",SOUTHERN,22.27143017,114.1248311,Hospital Authority List of Medical Social Services Units
Cheshire Home (Chung Hom Kok),"2/F, New Home, 128 Chung Hom Kok Road, Hong Kong",SOUTHERN,22.21206787,114.1973064,Hospital Authority List of Medical Social Services Units
Alice Ho Miu Ling Nethersole Hospital (Non-psychiatric medical social service),"11 Chuen On Road, Tai Po, N.T.",TAI PO,22.45875362,114.174739,Hospital Authority List of Medical Social Services Units
Tung Wah Eastern Hospital,"19 Eastern Hospital Road, Causeway Bay, Hong Kong",WAN CHAI,22.27486234,114.1903045,Hospital Authority List of Medical Social Services Units
Ruttonjee & Tang Shiu Kin Hospitals,"LG 1, Main Building, 266 Queen's Road East, Wanchai, Hong Kong",WAN CHAI,22.27618952,114.1753032,Hospital Authority List of Medical Social Services Units
Bradbury Hospice,"17 A Kung Kok Shan Road, Shatin, N.T.",SHA TIN,22.39857584,114.2151491,Hospital Authority List of Medical Social Services Units
Cheshire Home (Shatin),"30 A Kung Kok Shan Road, Shatin, N.T.",SHA TIN,22.3991633,114.2165527,Hospital Authority List of Medical Social Services Units
Kwong Wah Hospital,"25 Waterloo Road, Kowloon",YAU TSIM MONG,22.31520214,114.1724736,Hospital Authority List of Medical Social Services Units
Kowloon Hospital (Ward 2B at Rehabilitation Building),"Mezzanine Floor, Kowloon Hospital Rehabilitation Building, 147A, Argyle Street, Kowloon",KOWLOON CITY,22.32523926,114.1830524,Hospital Authority List of Medical Social Services Units
"Queen Elizabeth Hospital (Integrated Mental Health Program, Adolescent Medical Centre, Palliative Care Service)","30 Gascoigne Road, Kowloon, Hong Kong (Office located at Room 426, Nursing Quarters. Please call the office in advance if required.)",KOWLOON CITY,22.30842555,114.1737098,Hospital Authority List of Medical Social Services Units
Pok Oi Hospital,"1/F, Pok Oi Hospital, Au Tau, Yuen Long, N.T.",YUEN LONG,22.44545105,114.0418662,Hospital Authority List of Medical Social Services Units
Yan Chai Hospital,"7-11 Yan Chai Street, Tsuen Wan, N.T.",TSUEN WAN AND KWAI TSING,22.3699053,114.1195067,Hospital Authority List of Medical Social Services Units
Hong Kong Children's Hospital,"2/F, Tower A, Hong Kong Children's Hospital, 1 Shing Cheong Road, Kowloon",KWUN TONG,22.31588516,114.2090495,Hospital Authority List of Medical Social Services Units
United Christian Hospital (Non-psychiatric medical social service),"130 Hip Wo Street, Kwun Tong, Kowloon",KWUN TONG,22.3225188,114.2278597,Hospital Authority List of Medical Social Services Units
Caritas Medical Centre,"2/F Wai Ming Block,111 Wing Hong Street, Shamshuipo, Kowloon",SHAM SHUI PO,22.34059273,114.1523631,Hospital Authority List of Medical Social Services Units
S.K.H. St. Matthew's Primary School,"12-20, New Street, Sheung Wan, Hong Kong",CENTRAL AND WESTERN,22.28580342,114.1466766,Primary School
St. Paul's College Primary School,"777 Victoria Road, Hong Kong",SOUTHERN,22.25398667,114.1382917,Primary School
Catholic Mission School,"Rutter Street, Central, Hong Kong",CENTRAL AND WESTERN,22.28413283,114.1471233,Primary School
King's College Old Boys' Association Primary School No. 2,"40 Po Hing Fong, Sheung Wan, Hong Kong",CENTRAL AND WESTERN,22.28416908,114.1478317,Primary School
San Wui Commercial Society School,"1 Kui In Fong, Sheung Wan, Hong Kong",CENTRAL AND WESTERN,22.2840338,114.1488603,Primary School
Central & Western District St. Anthony's School,"2 Hospital Road, Hong Kong",CENTRAL AND WESTERN,22.28393426,114.1476862,Primary School
Li Sing Primary School,"119 High Street, Sai Ying Pun, Hong Kong",CENTRAL AND WESTERN,22.28529626,114.1396998,Primary School
Sacred Heart Canossian School,"26 Caine Road, Central, Hong Kong",CENTRAL AND WESTERN,22.28023264,114.1535186,Primary School
"Sacred Heart Canossian School, Private Section","34 Caine Road, Central, Hong Kong",CENTRAL AND WESTERN,22.28023264,114.1535186,Primary School
St. Stephen's Girls' Primary School,"33 Park Road, Hong Kong",CENTRAL AND WESTERN,22.28391562,114.1446296,Primary School
"Chiu Sheung School, Hong Kong","79B Pok Fu Lam Road, Hong Kong",CENTRAL AND WESTERN,22.28369694,114.1359644,Primary School
King's College Old Boys' Association Primary School,"58 Bridges Street, Hong Kong",CENTRAL AND WESTERN,22.28348313,114.1500248,Primary School
S.K.H. Kei Yan Primary School,"109 Hollywood Road, Central, Hong Kong",CENTRAL AND WESTERN,22.28399815,114.1517519,Primary School
St. Charles School,"25 Pokfield Road, Kennedy Town, Hong Kong",CENTRAL AND WESTERN,22.28058875,114.1298619,Primary School
S.K.H. Lui Ming Choi Memorial Primary School,"31 Ka Wai Man Road, Kennedy Town, Hong Kong",CENTRAL AND WESTERN,22.28152618,114.1241463,Primary School
S.K.H. St. Peter's Primary School,"70 & 88 Hill Road, Hong Kong",CENTRAL AND WESTERN,22.28422967,114.1356537,Primary School
St. Louis School (Primary Section),"Block C, 179 Third Street, Hong Kong",CENTRAL AND WESTERN,22.28600014,114.1375551,Primary School
Kau Yan School,"97B High Street, Sai Ying Pun, Hong Kong",CENTRAL AND WESTERN,22.28545912,114.1411068,Primary School
St. Anthony's School,"69A Pokfulam Road, Hong Kong",CENTRAL AND WESTERN,22.28520539,114.1373322,Primary School
Bonham Road Government Primary School,"9A Bonham Road, Hong Kong",CENTRAL AND WESTERN,22.28445732,114.1439114,Primary School
St. Clare's Primary School,"3-6 Prospect Place, Bonham Road, Hong Kong",CENTRAL AND WESTERN,22.28346317,114.1402922,Primary School
Salesian School,"16 Chai Wan Road, Shaukeiwan, Hong Kong",EASTERN,22.27571041,114.229639,Primary School
C.C.C. Kei Wan Primary School (Aldrich Bay),"39 Oi Shun Road, Shaukeiwan, Hong Kong",EASTERN,22.28125636,114.2260023,Primary School
S.K.H. St. Michael's Primary School,"23 Fortress Hill Road, North Point, Hong Kong",EASTERN,22.28793636,114.1956318,Primary School
North Point Methodist Primary School,"2A Pak Fuk Road, North Point, Hong Kong",EASTERN,22.2895424,114.2053165,Primary School
Chinese Methodist School (North Point),"15 Pak Fuk Road, North Point, Hong Kong",EASTERN,22.29049925,114.2074613,Primary School
Buddhist Chung Wah Kornhill Primary School,"2 Hong Yue Street, Quarry Bay, Hong Kong",EASTERN,22.28089833,114.2139701,Primary School
The Endeavourers Leung Lee Sau Yu Memorial Primary School,"25 Yiu Hing Road, Shaukeiwan, HK",EASTERN,22.27656014,114.2269516,Primary School
Canossa School (Hong Kong),"8 Hoi Chak Street, Quarry Bay, Hong Kong",EASTERN,22.28887298,114.2112745,Primary School
"Chinese Methodist School, Tanner Hill","4 Pak Fuk Road, North Point, Hong Kong",EASTERN,22.29070738,114.2051518,Primary School
Chan's Creative School (H.K. Island),"82 Marble Road, North Point, Hong Kong",EASTERN,22.29217979,114.2026387,Primary School
North Point Government Primary School,"888 King's Road, North Point, Hong Kong",EASTERN,22.28893655,114.209557,Primary School
North Point Government Primary School (Cloud View Road),"22 Cloud View Road, North Point, Hong Kong",WAN CHAI,22.28428808,114.1947774,Primary School
Shanghai Alumni Primary School,"14 Hong Shing Street, Kornhill, Quarry Bay, HK",EASTERN,22.28163848,114.2155422,Primary School
Taikoo Primary School,"1100 King's Road, Hong Kong",EASTERN,22.28404982,114.214854,Primary School
Aldrich Bay Government Primary School,"1 Oi Lai Street, Shau Kei Wan, Hong Kong",EASTERN,22.28237536,114.2285644,Primary School
C.C.C. Kei Wan Primary School,"63 Sai Wan Ho Street, Shau Kei Wan, Hong Kong",EASTERN,22.28033623,114.2226156,Primary School
The ELCHK Faith Love Lutheran School,"Estate School No.2, Yue Wan Estate, Chai Wan, HK",EASTERN,22.26663004,114.2421904,Primary School
Meng Tak Catholic School,"11 Cheung Man Road, Chai Wan, Hong Kong",EASTERN,22.26834817,114.2361854,Primary School
Pui Kiu Primary School,"12 Fu Yee Road, Siu Sai Wan, Chai Wan, Hong Kong",EASTERN,22.26419743,114.2500771,Primary School
S.K.H. Chai Wan St. Michael's Primary School,"380 Chai Wan Road, Chai Wan, Hong Kong",EASTERN,22.26539236,114.2433735,Primary School
Shau Kei Wan Government Primary School,"19 Main Street, East Shaukeiwan, Hong Kong",EASTERN,22.28095683,114.230786,Primary School
Shaukiwan Tsung Tsin School,"3 Basel Road, Shaukiwan, Hong Kong",EASTERN,22.28182366,114.2311356,Primary School
The H.K.C.W.C. Hioe Tjo Yoeng Primary School,"61 Sai Wan Ho Street, Shaukiwan, Hong Kong",EASTERN,22.28030902,114.2230328,Primary School
The Salvation Army Ann Wyllie Memorial School,"100 Shing Tai Road, Heng Fa Chuen, Hong Kong",EASTERN,22.27614985,114.2383427,Primary School
HKUGA Primary School,"9 Yee Shing Street, Chai Wan, Hong Kong",EASTERN,22.26567382,114.2395897,Primary School
Kiangsu & Chekiang Primary School,"30 Ching Wah Street, North Point, Hong Kong",EASTERN,22.28905584,114.1981744,Primary School
The Salvation Army Centaline Charity Fund School,"9 Wah Ha Street, Chai Wan, Hong Kong",EASTERN,22.26202624,114.2374731,Primary School
Hon Wah College (Primary Section),"3 Harmony Road, Siu Sai Wan, Hong Kong",EASTERN,22.26475739,114.249961,Primary School
Ching Chung Hau Po Woon Primary School,"Fu Tung Estate, Tung Chung, Lantau Island, N.T.",ISLANDS,22.28843854,113.9438665,Primary School
Bui O Public School,"DD 316 Lot 2724 (Pt) 2 Lo Uk Village, Pui O, Lantau Island, N.T.",ISLANDS,22.24301258,113.9761963,Primary School
Tung Chung Catholic School,"Yat Tung Estate, Tung Chung, N.T.",ISLANDS,22.28267377,113.9354535,Primary School
Holy Family School,"1 Shing Ka Road, Peng Chau, New Territories",ISLANDS,22.28195058,114.0392853,Primary School
Northern Lamma School,"No 1 Yung Shue Ling, Yung Shue Wan, Lamma Island, N.T.",ISLANDS,22.22570392,114.1136724,Primary School
Cheung Chau Sacred Heart School,"C C Lot Nos 916 & 1092, Church Road, Cheung Chau, N.T.",ISLANDS,22.20976509,114.0301666,Primary School
Kwok Man School,"30 Kwok Man Road, Cheung Chau, N.T.",ISLANDS,22.21065817,114.0291085,Primary School
C.C.C. Tai O Primary School,"24-26 Market Street, Tai O, Lantau Island, N.T.",ISLANDS,22.25436297,113.8616744,Primary School
H.K.F.E.W. Wong Cho Bau School,"Yat Tung Estate, Tung Chung, Lantau Island, N.T.",ISLANDS,22.28109591,113.9371349,Primary School
P.O.C.A. Wan Ho Kan Primary School,"Primary School No 2, Fu Tung Estate, Tung Chung, Lantau Island, N.T.",ISLANDS,22.28817629,113.9436146,Primary School
The Salvation Army Lam Butt Chung Memorial School,"8 Yat Tung Street, Yat Tung Estate, Tung Chung, Lantau Island, N.T. ",ISLANDS,22.28162871,113.937134,Primary School
S.K.H. Wei Lun Primary School,"Area 13, Discovery Bay, Lantau Island, N.T.",ISLANDS,22.30037047,114.012303,Primary School
Ling Liang Church Sau Tak Primary School,"35 Man Tung Road, Tung Chung, Lantau Island, N.T.	",ISLANDS,22.2902829,113.9453481,Primary School
C.C.C. Cheung Chau Church Kam Kong Primary School,"No.1 Peak Road West, Cheung Chau, N.T.",ISLANDS,22.20360439,114.0282237,Primary School
Ho Yu College and Primary School (Sponsored by Sik Sik Yuen),"4-6, Kin Tung Road, Tung Chung, N.T.",ISLANDS,22.29344162,113.9503502,Primary School
Mui Wo School,"Chung Hau Village, Silver Mine Bay,  Lantau Island, N.T.",ISLANDS,22.26640016,113.9898723,Primary School
Kowloon Tong Bishop Walsh Catholic School,"39 Inverness Road, Kowloon",KOWLOON CITY,22.33449896,114.1862416,Primary School
Ling To Catholic Primary School,"Chun Man Court, Oi Man Estate, Homantin, Kowloon",KOWLOON CITY,22.31473216,114.1793153,Primary School
Ma Tau Chung Government Primary School,"1 Fuk Cheung Street, Tokwawan, Kowloon",KOWLOON CITY,22.32460141,114.1868136,Primary School
Oblate Primary School,"1 Shun Fung Street, Tokwawan, Kowloon",KOWLOON CITY,22.31583232,114.1918212,Primary School
St. Rose of Lima's School,"4 Embankment Road & 1 Duke Street, Kowloon",KOWLOON CITY,22.32629946,114.1750593,Primary School
GCEPSA Whampoa Primary School ,"30 Tak On Street, Whampoa Garden, Hung Hom, Kowloon",KOWLOON CITY,22.3033069,114.1914899,Primary School
Diocesan Boys' School Primary Division,"131 Argyle Street, Mongkok, Kowloon",KOWLOON CITY,22.32128745,114.1732055,Primary School
Pui Ching Primary School,"80 Waterloo Road, Kowloon City, Kowloon",KOWLOON CITY,22.31803648,114.1759232,Primary School
S.K.H. Good Shepherd Primary School,"171 Ma Tau Wai Road, Kowloon City, Kowloon",KOWLOON CITY,22.31810835,114.1878808,Primary School
"Alliance Primary School, Whampoa","21 Tak Fung Street, Whampoa Garden, Hung Hom, Kowloon",KOWLOON CITY,22.30319858,114.1909367,Primary School
S.K.H. Fung Kei Millennium Primary School,"2 Tak Ting Street, Whampoa Garden, Kowloon",KOWLOON CITY,22.30442672,114.1912571,Primary School
S.K.H. Fung Kei Primary School,"4 Tak Ting Street, Whampoa Garden, Hung Hom, Kowloon",KOWLOON CITY,22.3047789,114.191393,Primary School
C.C.C. Kei Wa Primary School (Kowloon Tong),"1B Oxford Road, Kowloon Tong, Kowloon",KOWLOON CITY,22.32965881,114.1804367,Primary School
Holy Family Canossian School,"102 Junction Road, Kowloon City, Kowloon",KOWLOON CITY,22.33118468,114.1872412,Primary School
Iu Shan School,"24 Grampian Road, Kowloon",KOWLOON CITY,22.33007395,114.1867267,Primary School
La Salle Primary School,"1D La Salle Road, Kowloon",KOWLOON CITY,22.32752757,114.1812035,Primary School
Maryknoll Convent School (Primary Section),"130 Waterloo Road, Kowloon City, Kowloon",KOWLOON CITY,22.32757277,114.179068,Primary School
"Alliance Primary School, Kowloon Tong","Portion of G/F - 2/F & Whole Floor of 3 - 8/F, 2 Lancashire Rd., Kowloon Tong, Kln",KOWLOON CITY,22.33017358,114.1790293,Primary School
Kowloon True Light School (Primary Section),"115 Waterloo Road, Kowloon",KOWLOON CITY,22.33020971,114.178311,Primary School
Pooi To Primary School,"3 Fuk Cheung Street, Ma Tau Chung, Kowloon",KOWLOON CITY,22.32421312,114.1863865,Primary School
Diocesan Preparatory School,"1 Chester Road, Kowloon Tong, Kowloon",KOWLOON CITY,22.32919827,114.1790001,Primary School
Chan Sui Ki (La Salle) Primary School,"22 Sheung Shing Street, Homantin, Kowloon",KOWLOON CITY,22.3187679,114.181145,Primary School
ELCHK Hung Hom Lutheran Primary School,"39 Pau Chung Street, To Kwa Wan, Kowloon",KOWLOON CITY,22.31834313,114.1879973,Primary School
"Emmanuel Primary School, Kowloon","36-38 Shing Tak Street, Ma Tau Wai, Kowloon",KOWLOON CITY,22.32410465,114.1879492,Primary School
Farm Road Government Primary School,"8 Farm Road, Tokwawan, Kowloon",KOWLOON CITY,22.32079051,114.1866678,Primary School
Heep Yunn Primary School,"1 Farm Road, Kowloon city, Kowloon",KOWLOON CITY,22.32172074,114.1853187,Primary School
S.K.H. Holy Carpenter Primary School,"14 Kwei Chow Street, Kowloon",KOWLOON CITY,22.31631085,114.1927821,Primary School
Hop Yat Church School,"7 Princess Margaret Road, Kowloon",KOWLOON CITY,22.32051084,114.1793591,Primary School
Ma Tau Chung Government Primary School (Hung Hom Bay),"3 Oi King Street Hung Hom Bay, Kln",KOWLOON CITY,22.30237703,114.1878893,Primary School
Holy Family Canossian School (Kowloon Tong),"8 Tim Fuk Road Kowloon Tong, Kowloon",KOWLOON CITY,22.33647692,114.1786119,Primary School
Munsang College Primary School,"8 Dumbarton Road, Kowloon City, Kowloon",KOWLOON CITY,22.33272898,114.1861444,Primary School
C.C.C. Wanchai Church Kei To Primary School (Kowloon City),"170 Kau Pui Lung Road, Kowloon City, Kowloon",KOWLOON CITY,22.31550765,114.1859686,Primary School
Holy Angels Canossian School,"21 Hok Yuen Street, Hung Hom, Kowloon",KOWLOON CITY,22.31061305,114.1862789,Primary School
S.K.H. St. Timothy's Primary School,"14 & 19 Hok Yuen Street, Hung Hom, Kowloon",KOWLOON CITY,22.31073041,114.1869,Primary School
Kowloon Tong Government Primary School,"6 Tim Fuk Road, Kowloon Tong, Kowloon",KOWLOON CITY,22.33588091,114.178476,Primary School
Creative Primary School,"2A Oxford Road, Kowloon Tong, Kowloon",KOWLOON CITY,22.32894537,114.1811647,Primary School
Holy Trinity Primary School,"57 Fu Ning Street, Kowloon",KOWLOON CITY,22.32499864,114.1885414,Primary School
Kowloon Tong School (Primary Section),"Nkil 2721 Surrey Lane, Cumberland Road, Kowloon Tong, Kowloon",KOWLOON CITY,22.32834941,114.1758746,Primary School
St. Johannes College (Primary Section),"143 Waterloo Road, Kowloon Tong, Kowloon",KOWLOON CITY,22.33382194,114.178476,Primary School
Po Leung Kuk Lam Man Chan English Primary School,"24 Sheung Heung Road & 2 Farm Road, To Kwa Wan, Kowloon",KOWLOON CITY,22.32088991,114.185571,Primary School
Conservative Baptist Lui Ming Choi Primary School,"78 Choi Ha Road, Kowloon Bay, Kowloon.",KWUN TONG,22.32942868,114.2146042,Primary School
Hong Kong Taoist Association Wun Tsuen School,"2 ON YAN STREET, KWUN TONG, KOWLOON",KWUN TONG,22.31948525,114.2177171,Primary School
Our Lady of China Catholic Primary School,"Estate Primary School, Tsui Ping Estate Phase IV, Kwun Tong, Kowloon",KWUN TONG,22.31306982,114.2304295,Primary School
Carmel Leung Sing Tak School,"Estate School No. 2, Shun On Estate, Kwun Tong, Kowloon",KWUN TONG,22.32822564,114.2253985,Primary School
Buddhist Chi King Primary School,"12 Kai Lai Road, Kowloon Bay, Kowloon",KWUN TONG,22.32775959,114.2071491,Primary School
The Mission Covenant Church Holm Glad Primary School,"77 Sau Ming Road, Sau Mau Ping, Kwun Tong, Kowloon",KWUN TONG,22.32077241,114.2319466,Primary School
Jordan Valley St. Joseph's Catholic Primary School,"80 Choi Ha Road, Kowloon",KWUN TONG,22.32865223,114.2138371,Primary School
Bishop Paschang Catholic School,"6 Wang Chiu Road, Kowloon Bay, Kowloon",KWUN TONG,22.32868057,114.2078579,Primary School
Lam Tin Methodist Primary School,"On Tin Street, Ping Tin Estate, Lam Tin, Kwun Tong, Kowloon",KWUN TONG,22.30711636,114.2369879,Primary School
Kowloon Bay St. John The Baptist Catholic Primary School,"23 Kai Yip Road, Kwun Tong, Kowloon",KWUN TONG,22.32787606,114.2117306,Primary School
Ping Shek Estate Catholic Primary School,"Estate School No. 1, Ping Shek Estate, Kwun Tong, Kowloon",KWUN TONG,22.33413451,114.2105576,Primary School
S.K.H. Kowloon Bay Kei Lok Primary School,"6 Kai Yan Street, Kowloon Bay, Kowloon",KWUN TONG,22.32889762,114.2061593,Primary School
S.K.H. St. John's Tsang Shiu Tim Primary School,"11 On Chui Street, Kwun Tong, Kowloon",KWUN TONG,22.31991637,114.236874,Primary School
C.C.C. Kei Faat Primary School (Yau Tong),"25 Yau Tong Road, Yau Tong, Kowloon (B2 Exit Yau Tong MTR Station)",KWUN TONG,22.29973039,114.2340151,Primary School
H.K.T.A.Y.Y.I. Chan Lui Chung Tak Memorial School,"5 Ko Chiu Path, Yau Tong, Kowloon",KWUN TONG,22.30052294,114.2398091,Primary School
Lok Wah Catholic Primary School,"81 Chun Wah Road, Kwun Tong, Kowloon",KWUN TONG,22.32176893,114.221707,Primary School
Man Kiu Association Primary School,"Estate School No. 3, Upper Ngau Tau Kok Estate, Kwun Tong, Kowloon",KWUN TONG,22.31985553,114.2176007,Primary School
S.K.H. Kei Lok Primary School,"Lok Wah Estate, Ngau Tau Kok, Kowloon",KWUN TONG,22.32028839,114.2199691,Primary School
