NAME,ADDRESS,DISTRICT,Latitude,Longitude,FACILITY_TYPE
Hennessy Road Government Primary School,"169 Thomson Road, Wanchai, Hong Kong",WAN CHAI,22.27739869,114.1755644,Primary School
Hennessy Road Government Primary School (Causeway Bay),"3 Eastern Hospital Road, Causeway Bay, Hong Kong",WAN CHAI,22.27802137,114.1887704,Primary School
Precious Blood Primary School,"72 Sing Woo Road, Happy Valley, Hong Kong",WAN CHAI,22.26632674,114.1880223,Primary School
St. Joseph's Primary School,"48 Wood Road, Hong Kong",WAN CHAI,22.27546614,114.176525,Primary School
St. Paul's Convent School (Primary Section),"GR-6/F of Primary School Building, 140 Leighton Road, Causeway Bay, HK",WAN CHAI,22.27865363,114.1871112,Primary School
Po Yan Oblate Primary School,"15 Lok Sin Road, Kowloon",WONG TAI SIN,22.33183446,114.1925024,Primary School
Choi Wan St Joseph's Primary School,"Estate School No. 2, Choi Wan Estate, Kowloon",WONG TAI SIN,22.33427592,114.2122913,Primary School
Ho Lap Primary School (Sponsored by Sik Sik Yuen),"88 Sheung Fung Street, Tsz Wan Shan, Kowloon, Hong Kong",WONG TAI SIN,22.34723995,114.19829,Primary School
Tsz Wan Shan St Bonaventure Catholic Primary School,"Tsz Ching Estate, Wong Tai Sin, Kowloon",WONG TAI SIN,22.3497678,114.2031153,Primary School
Confucian Tai Shing Primary School,"10 Tai Shing Street, Wong Tai Sin, Kowloon",WONG TAI SIN,22.33734296,114.1940173,Primary School
Baptist Hung Hin Shiu Rainbow Primary School,"Chuk Yuen South Estate, Wong Tai Sin, Kowloon",KOWLOON CITY,22.34468521,114.1897468,Primary School
Bishop Ford Memorial School,"20 Pui Man Street, Tung Tau Tsuen, Kowloon",WONG TAI SIN,22.33514077,114.1900847,Primary School
Price Memorial Catholic Primary School,"Tin Ma Court, 53 Chuk Yuen Road, Wong Tai Sin, Kowloon",WONG TAI SIN,22.34392682,114.187213,Primary School
Wong Tai Sin Catholic Primary School,"102 Ching Tak Street, Wong Tai Sin, Kowloon",WONG TAI SIN,22.34094617,114.1938915,Primary School
Wong Tai Sin Government Primary School,"100 Ching Tak Street, Wong Tai Sin, Kowloon",WONG TAI SIN,22.34096427,114.1935421,Primary School
C.C.C. Kei Wa Primary School,"3 Wong Kuk Avenue, Choi Hung Estate, Wong Tai Sin, Kowloon",WONG TAI SIN,22.33604073,114.206617,Primary School
Canossa Primary School (San Po Kong),"9 Choi Yee Lane, San Po Kong, Kowloon",WONG TAI SIN,22.33699875,114.2020257,Primary School
Chun Tok School,"171 Hammer Hill Road, Diamond Hill, Kowloon",WONG TAI SIN,22.34025252,114.2070033,Primary School
St. Bonaventure Catholic Primary School,"4 Fung Lai Road, Fung Tak Estate, Diamond Hill, Kowloon",WONG TAI SIN,22.34483729,114.2019786,Primary School
St. Patrick's Catholic Primary School (Po Kong Village Road),"178 Po Kong Village Road, Wong Tai Sin, Kowloon",WONG TAI SIN,22.34454791,114.2044443,Primary School
The Church of Christ in China Kei Tsz Primary School,"152 Tsz Wan Shan Road, Kowloon",WONG TAI SIN,22.35012995,114.1965818,Primary School
Tsz Wan Shan Catholic Primary School,"172 Po Kong Village Road, Wong Tai Sin, Kowloon",WONG TAI SIN,22.34584833,114.204328,Primary School
Good Hope Primary School cum Kindergarten,"381-383 Jat's Incline, Kowloon",WONG TAI SIN,22.33419581,114.2187309,Primary School
Canossa Primary School,"5 Chun Yan Street, Chuk Yuen, Kowloon",WONG TAI SIN,22.34035879,114.1972988,Primary School
Ng Wah Catholic Primary School,"5 Choi Hung Road, San Po Kong, Kowloon",WONG TAI SIN,22.33310753,114.1947836,Primary School
P.L.K. Stanley Ho Sau Nan Primary School,"11 Muk Hung Street, Kowloon City, Kowloon ",KOWLOON CITY,22.33136779,114.204431,Primary School
S.K.H. Kei Tak Primary School,"Tai Shing Street, Wong Tai Sin, Kowloon",WONG TAI SIN,22.33706296,114.1944638,Primary School
St. Patrick's School,"12 Fu Mei Street East, Wang Tau Hom, Kowloon",WONG TAI SIN,22.3383729,114.1889308,Primary School
Islamic Dharwood Pau Memorial Primary School,"Tsz Lok Estate Phase I, Tsz Wan Shan, Kowloon",WONG TAI SIN,22.34966032,114.1968827,Primary School
P.L.K. Mrs. Chan Nam Chong Memorial Primary School,"30 Hong Keung Street, San Po Kong, Kowloon",WONG TAI SIN,22.33515725,114.1967447,Primary School
Po Leung Kuk Grandmont Primary School,"180, Po Kong Village Road, Wong Tai Sin, Kowloon",WONG TAI SIN,22.34491803,114.2052307,Primary School
S.K.H. Holy Cross Primary School,"9 Muk Hung Street, Kowloon City, Kowloon",KOWLOON CITY,22.33240632,114.2043429,Primary School
International Christian Quality Music Sec. and Pri. School,"182 Po Kong Village Road, Diamond Hill, Kowloon",WONG TAI SIN,22.34522503,114.2054637,Primary School
Our Lady's Primary School,"116 Shatin Pass Road, Wong Tai Sin, Kowloon",WONG TAI SIN,22.34497357,114.1959598,Primary School
Bishop Walsh Primary School,"150 Junction Road, Kowloon",KOWLOON CITY,22.33484204,114.1876298,Primary School
Tun Yu School,"San Tin, Yuen Long, N.T.",YUEN LONG,22.49838073,114.0771053,Primary School
Yuen Long Po Kok Primary School,"55 Tan Kwai Tsuen Road, Hung Shui Kiu, Yuen Long, N.T.",YUEN LONG,22.43010682,113.9989886,Primary School
Yuen Long Long Ping Estate Tung Koon Primary School,"Phase 1, Long Ping Estate, Yuen Long, N.T.",YUEN LONG,22.45165157,114.0235986,Primary School
Tin Shui Wai Methodist Primary School,"Phase 1 Area 31, Tin Shui Wai, N.T.",YUEN LONG,22.45966261,113.9982805,Primary School
Kwong Ming School,"Shui Pin Wai Estate, Yuen Long, N.T.",YUEN LONG,22.44467667,114.0200507,Primary School
Yuen Long Merchants Association Primary School,"244 Castle Peak Road, Yuen Long, N.T.",YUEN LONG,22.44412932,114.023704,Primary School
C.&M.A. Chui Chak Lam Memorial School,"68 Kin Tak Street, Yuen Long, N.T.",YUEN LONG,22.44128322,114.0318381,Primary School
C.C.C. Chun Kwong Primary School,"5 Chung Sing Path, Yuen Long, N.T.",YUEN LONG,22.44399637,114.026366,Primary School
C.P.C. Yao Dao Primary School,"Tin Fu Court, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.46354758,114.000005,Primary School
Chinese Y.M.C.A. Primary School,"Tin Fu Court, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.46390942,114.000568,Primary School
Chiu Yang Por Yen Primary School,"55 Tin Wah Road, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.46334659,114.0062331,Primary School
Chiu Yang Primary School of Hong Kong,"Tin Yiu Estate, Phase III, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.45171388,114.0047804,Primary School
HKFYG Lee Shau Kee Primary School,"11 Tin Wing Road, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.46133654,114.0012902,Primary School
Ho Ming Primary School (Sponsored by Sik Sik Yuen),"2 Tin Pak Road, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.45413566,114.0063124,Primary School
Christian Pui Yan Primary School,"2 Tin Yip Road, Tin Shui Wai, Yuen Long, N.T",YUEN LONG,22.46513338,114.0050747,Primary School
Lions Clubs International Ho Tak Sum Primary School,"Area 3 (PS2), Phase 4, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.44705932,114.0011625,Primary School
Lok Sin Tong Leung Kau Kui Primary School,"Estate Primary School, Tin Shui Estate, Phase IV, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.45382062,113.9989,Primary School
Q.E.S. Old Students' Association Branch Primary School,"Area 3, Phase 4, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.44742221,114.0027067,Primary School
Q.E.S. Old Students' Association Primary School,"Phase 1, Tin Yiu Estate, Tin Shui Wai, NT",YUEN LONG,22.44891408,114.0044341,Primary School
S.K.H. Tin Shui Wai Ling Oi Primary School,"82 Tin Shui Road, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.46787431,114.0010683,Primary School
TWGHs Leo Tung-hai LEE Primary School,"19 Tin Tan Street, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.46017368,113.9949959,Primary School
TWGHs Yiu Dak Chi Memorial Primary School (Yuen Long),"Estate Primary School, Phase I, Tin Shui Estate, Tin Shui Wai, N.T.",YUEN LONG,22.45760191,113.9966898,Primary School
Tin Shui Wai Catholic Primary School,"28 Tin Pak Road, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.45781072,114.0060164,Primary School
Tin Shui Wai Government Primary School,"10 Tin Shui Road, Tin Shui  Wai, Yuen Long, N.T.",YUEN LONG,22.45862459,113.9987093,Primary School
Y.L.P.M.S. Alumni Association Tang Ying Yip Primary School,"86 Tin Shui Road, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.46819099,114.0016314,Primary School
S.K.H. Ling Oi Primary School,"15 Ma Miu Road, Yuen Long, N.T.",YUEN LONG,22.44591527,114.021526,Primary School
Yuen Long Public Middle School Alumni Association Primary School,"2 Town Park Road North, Yuen Long, N.T.",YUEN LONG,22.44070378,114.0205604,Primary School
Buddhist Chan Wing Kan Memorial School,"23 Lam Hau Tsuen Road, Ma Tin, Yuen Long",YUEN LONG,22.43777722,114.0198448,Primary School
Chung Sing School,"29 Kau Hui Road, Yuen Long, N.T.",YUEN LONG,22.44858106,114.0332392,Primary School
Pat Heung Central Primary School,"199 Lin Fa Tei, Kam Tin Pat Heung, Yuen Long, New Territories.",YUEN LONG,22.43159739,114.0867405,Primary School
S.K.H. St. Joseph's Primary School,"12 Po Tei Road, Kam Tin, Yuen Long, N.T.",YUEN LONG,22.43875545,114.067152,Primary School
Tung Tak School,"Shing Mun San Tsuen, Kam Tin, Yuen Long, N.T.",YUEN LONG,22.44114775,114.0660232,Primary School
Yuen Long Government Primary School,"Yau Chuen Street, Au Tau, Yuen Long, N.T.",YUEN LONG,22.44267518,114.0438049,Primary School
W F Joseph Lee Primary School,"9 Tin Fai Road, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.46525907,113.9961358,Primary School
Christian Alliance S.Y. Yeh Memorial Primary School,"Tin Chak Estate, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.46768137,113.9980662,Primary School
S.T.F.A. Wu Mien Tuen Primary School,"Tin Heng Estate, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.4711158,114.0006852,Primary School
Shap Pat Heung Rural Committee Kung Yik She Primary School,"22 Tin Shing Road, Tin Shui Wai, N.T.",YUEN LONG,22.46063382,114.0028165,Primary School
Xianggang Putonghua Yanxishe Pri. Sch. of Science and Creativity,"Tin Fu Court, 25 Tin Sau Road, Tin Shui Wai, N.T.",YUEN LONG,22.46404261,113.9985081,Primary School
Kwong Ming Ying Loi School,"12 Yuen Ching Road, Yuen Long, New Territories",YUEN LONG,22.44265261,114.0384426,Primary School
L.S.T. Leung Kau Kui Primary School (Branch),"Second Primary School, Area 101, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.46354331,113.9961477,Primary School
A.D. & F.D. of POHL Leung Sing Tak School,"Estate Primary School, Long Ping Estate, Phase 3, Yuen Long, N.T.",YUEN LONG,22.44896162,114.0247771,Primary School
Yuen Long Long Ping Estate Wai Chow School,"Phase II, Long Ping Estate, Yuen Long, N.T.",YUEN LONG,22.44971145,114.0250969,Primary School
Buddhist Wing Yan School,"6 Fung Yau Street South, Yuen Long, N.T.",YUEN LONG,22.4410772,114.0337229,Primary School
HKMLC Wong Chan Sook Ying Memorial School,"Fairview Park D D 104 Lot 4665, Orchid Road East,Tai Shang Wai, Yuen Long, N.T.",YUEN LONG,22.47256148,114.0495384,Primary School
Kam Tin Mung Yeung Public School,"Kam Tin, Yuen Long, N.T.",YUEN LONG,22.4403288,114.0610356,Primary School
Gigamind English Primary School,"School Block A, Maywood Court, Kingswood Villas, 9 Tin Lung Rd., Tin Shui Wai, N.T.",YUEN LONG,22.46055517,114.005265,Primary School
South Yuen Long Government Primary School,"21 Lam Hau Tsuen Road, Yuen Long, New Territories",YUEN LONG,22.43845434,114.0196789,Primary School
ELCHK Lutheran Academy,"Lutheran Academy, 25 Lam Hau Tsuen Road, Yuen Long, New Territories",YUEN LONG,22.43702763,114.0197776,Primary School
Methodist School,"12 Wylie Road, Kowloon.",YAU TSIM MONG,22.30853629,114.1767676,Primary School
Tai Kok Tsui Catholic Primary School (Hoi Fan Road),"20 Hoi Fan Road, Tai Kok Tsui, Kowloon",YAU TSIM MONG,22.32222531,114.1558314,Primary School
C.C.C. Wanchai Church Kei To Primary School,"45 Tung Kun Street, Yau Ma Tei, Kowloon",YAU TSIM MONG,22.31131752,114.1688674,Primary School
Jordan Road Government Primary School,"1B Nanking Street, Yaumatei, Kowloon",YAU TSIM MONG,22.30618813,114.1688774,Primary School
St. Mary's Canossian School,"162 Austin Road, Kowloon",YAU TSIM MONG,22.30291924,114.175603,Primary School
TWGHs Lo Yu Chik Primary School,"51 Pitt Street, Yaumatei, Kowloon",YAU TSIM MONG,22.3143519,114.171216,Primary School
Tak Sun School,"103 Austin Road, Kowloon",YAU TSIM MONG,22.30388546,114.1723228,Primary School
Tung Koon District Society Fong Shu Chuen School,"43 Tung Kun Street, Yaumatei, Kowloon",YAU TSIM MONG,22.31129041,114.1685665,Primary School
Yaumati Catholic Primary School,"41 Tung Kun Street, Kowloon",YAU TSIM MONG,22.31138971,114.1679551,Primary School
Yaumati Catholic Primary School (Hoi Wang Road),"10 Hoi Wang Road, Yau Ma Tei, Kowloon",YAU TSIM MONG,22.31341231,114.1640921,Primary School
Yaumati Kaifong Association School,"80 Public Square Street, Yaumatei, Kowloon",YAU TSIM MONG,22.31022493,114.171682,Primary School
C.C.C. Heep Woh Primary School,"191B Prince Edward Road, Kowloon",YAU TSIM MONG,22.32400563,114.1720989,Primary School
C.C.C. Kei Tsun Primary School,"150 Tai Kok Tsui Road, Tai Kok Tsui, Kowloon",YAU TSIM MONG,22.32265045,114.1621598,Primary School
Fresh Fish Traders' School,"33 Sycamore Street, Tai Kok Tsui, Kowloon",YAU TSIM MONG,22.3246554,114.164062,Primary School
S.K.H. Kei Wing Primary School,"23 Lai Chi Kok Road, Tai Kok Tsui, Kowloon",YAU TSIM MONG,22.32237092,114.1679544,Primary School
Tai Kok Tsui Catholic Primary School,"148 Tai Kok Tsui Road, Tai Kok Tsui, Kowloon",YAU TSIM MONG,22.32209958,114.1621695,Primary School
Tong Mei Road Government Primary School,"170 Tong Mi Road, Mongkok, Kowloon, H.K.",YAU TSIM MONG,22.32284037,114.1657025,Primary School
Sharon Lutheran School,"18 Cherry Street, Tai Kok Tsui, Kowloon",YAU TSIM MONG,22.31893911,114.1650622,Primary School
Diocesan Girls' Junior School,"1 Jordan Road, Kowloon",YAU TSIM MONG,22.30705522,114.1728467,Primary School
Po Leung Kuk Cam?es Tan Siu Lin Primary School,"6 Hoi Ting Road, Yau Ma Tei, Kowloon",YAU TSIM MONG,22.31530883,114.1653246,Primary School
Kowloon Women's Welfare Club Li Ping Memorial School,"33 Wylie Road, Kowloon",YAU TSIM MONG,22.31289806,114.1755059,Primary School
St. Eugene de Mazenod Oblate Primary School,"24 Tin Kwong Road, Tokwawan, Kowloon",KOWLOON CITY,22.31984234,114.1860465,Primary School
NTWJWA Christian Remembrance of Grace Primary School,"Tai Yuen Estate, Tai Po, N. T.",TAI PO,22.45533641,114.1714046,Primary School
TWGHs Tsoi Wing Sing Primary School,"19 Pok Chuen Street, Shatin, N.T.",SHA TIN,22.36829909,114.1991088,Primary School
Zenith English Primary School,"Sherwood Court, Kingswood Villas, Tin Shui Wai, Yuen Long, New Territories",YUEN LONG,22.45445635,114.0021927,Primary School
ELCHK Lutheran School,"No. 10, On Shun Street, Yuen Long, New Territories",YUEN LONG,22.44549326,114.024062,Primary School
TWGHs Tseng Hin Pei Primary School,"53 Lung Ma Road, Fanling, New Territories",NORTH,22.50385552,114.1555319,Primary School
The Salvation Army Centaline Charity Fund Queen's Hill School,"2 Lung Chun Road, Fanling, New Territories",NORTH,22.50434318,114.1557457,Primary School
The Pentecostal Holiness Church Wing Kwong Junior School,"10 Choi Tip Street, Tai Po, New Territories",TAI PO,22.46266475,114.1755951,Primary School
Erudite Government Primary School,"8 On Hei Street, Sai Kung, New Territories",SAI KUNG,22.32608164,114.2341326,Primary School
Anchors Academy,"1 Ko Po Path, Kam Tin North, Yuen Long, New Territories, Hong Kong.",YUEN LONG,22.44693403,114.050679,Primary School
Diocesan Boys' School,131 Argyle Street Kowloon,KOWLOON CITY,22.32340966,114.174176,Secondary School
Diocesan Girls' School,"1 Jordan Road, Kowloon",YAU TSIM MONG,22.30708232,114.1734096,Secondary School
Po Leung Kuk Lo Kit Sing (1983) College,Cheung Hong Estate Tsing Yi,KWAI TSING,22.3492838,114.103637,Secondary School
Po Leung Kuk Centenary Li Shiu Chung Memorial College,Tai Hing Estate Tuen Mun,TUEN MUN,22.40380202,113.96944,Secondary School
Po Leung Kuk No.1 W.H. Cheung College,173 Po Kong Village Road Tsz Wan Shan,WONG TAI SIN,22.34631769,114.2056678,Secondary School
Po Leung Kuk Tang Yuk Tien College,"Estate Secondary School No. 4, Wu King Estate, Tuen Mun, N.T.",TUEN MUN,22.37717415,113.9647798,Secondary School
Po Leung Kuk Celine Ho Yam Tong College,"176 Po Kong Village Road, School Village, Wong Tai Sin, Kowloon",WONG TAI SIN,22.34490019,114.2039104,Secondary School
Po Leung Kuk Wu Chung College,"Heng On Estate, 1 Hang Kam Street, Ma On Shan, Shatin, N.T.",SHA TIN,22.41595579,114.2273025,Secondary School
Po Leung Kuk Ho Yuk Ching (1984) College,2 Chap Fuk Road Tseung Kwan O,SAI KUNG,22.32001671,114.2660823,Secondary School
Po Leung Kuk Lee Shing Pik College,12 - 20 On Yin Street Tsuen King Circuit Tsuen Wan,TSUEN WAN,22.3779658,114.1058844,Secondary School
PLK Laws Foundation College,8 To Lok Road Tseung Kwan O,SAI KUNG,22.32291323,114.2528643,Secondary School
PLK Mrs. Ma Kam Ming-Cheung Fook Sien College,Fu Tung Estate Tung Chung Lantau Island,ISLANDS,22.28761704,113.9440619,Secondary School
Po Leung Kuk Ma Kam Ming College,"38 Wah Ming Road, Fanling, New Territories",NORTH,22.48169242,114.1413968,Secondary School
Po Leung Kuk Tong Nai Kan Junior Secondary College,No. 11 Mei Lai Road Sham Shui Po,SHAM SHUI PO,22.33908277,114.1408311,Secondary School
Po Leung Kuk Ngan Po Ling College,"26 Sung On Street, To Kwa Wan, Kowloon",KOWLOON CITY,22.31269887,114.1898215,Secondary School
Po Leung Kuk Yao Ling Sun College,Shek Wai Kok Estate Tsuen Wan,TSUEN WAN,22.37388173,114.1234805,Secondary School
Po Leung Kuk C. W. Chu College,"1, Tin Sum Street, Tai Wai, NT",SHA TIN,22.36782199,114.178457,Secondary School
Pope Paul VI College,8 Lei Pui Street Kwai Chung,KWAI TSING,22.36313066,114.138718,Secondary School
Po On Commercial Association Wong Siu Ching Secondary School,2 Tai Pa Street Tsuen Wan,TSUEN WAN,22.37157411,114.1104123,Secondary School
Po Kok Secondary School,"9 Choi Ming Street, Choi Ming Court NT",SAI KUNG,22.30739779,114.254729,Secondary School
Holy Trinity College,3 Wai Chi Street Shek Kip Mei,SHAM SHUI PO,22.33237684,114.1684585,Secondary School
Precious Blood Secondary School,338 San Ha Street Chai Wan,EASTERN,22.26461497,114.2451971,Secondary School
Concordia Lutheran School - North Point,20 Cloud View Road Hong Kong,WAN CHAI,22.28492026,114.194399,Secondary School
Belilios Public School,51 Tin Hau Temple Road,EASTERN,22.28525451,114.1932832,Secondary School
Evangel College,"No. 7, Chi Shin Street, Tseung Kwan O, N.T., Hong Kong",SAI KUNG,22.30410682,114.2623261,Secondary School
Man Kwan Pak Kau College,"51 Tin Wah Road, Tin Shui Wai, Yuen Long, N.T.",YUEN LONG,22.46275907,114.0057189,Secondary School
Bethel High School,"11, 4th Street, Section F, Fairview Park, Yuen Long, N.T.",YUEN LONG,22.47595714,114.0498268,Secondary School
POH 80th Anniversary Tang Ying Hei College,2 Tong Yin Lane Tseung Kwan O,SAI KUNG,22.30867826,114.2585244,Secondary School
POH Chan Kai Memorial College,Lung Hang Estate Shatin,SHA TIN,22.36615135,114.1781074,Secondary School
Pok Oi Hospital Tang Pui King Memorial College,"Phase III, Long Ping Estate Yuen Long",YUEN LONG,22.44906728,114.0219305,Secondary School
AD&FD POHL Leung Sing Tak College,"Estate Secondary School No. 2, Shek Wai Kok Estate, Tsuen Wan, N.T.",TSUEN WAN,22.37632074,114.1258585,Secondary School
Choi Hung Estate Catholic Secondary School,"1 Tse Wai Avenue, Choi Hung Estate, Kowloon",WONG TAI SIN,22.33537239,114.207044,Secondary School
Cheung Sha Wan Catholic Secondary School,533 Fuk Wing Street Cheung Sha Wan,SHAM SHUI PO,22.33857041,114.1539069,Secondary School
Cheung Chau Government Secondary School,5B School Road Cheung Chau NT Hong Kong,ISLANDS,22.20645991,114.0302282,Secondary School
CMA Choi Cheung Kok Secondary School,No. 1 Tsing Hoi Circuit Tuen Mun,TUEN MUN,22.38964548,113.97923,Secondary School
CMA Secondary School,298 Nam Cheong Street Kowloon,SHAM SHUI PO,22.33846349,114.1695065,Secondary School
Chiu Chow Association Secondary School,Heng On Estate Ma On Shan Shatin,SHA TIN,22.41675862,114.230071,Secondary School
Chan Sui Ki (La Salle) College,4 Sheung Wo Street Ho Man Tin Kowloon,KOWLOON CITY,22.31946318,114.1834162,Secondary School
Chan Shu Kui Memorial School,"99 Castle Peak Road, Sham Shui Po, Kowloon",SHAM SHUI PO,22.33337878,114.1621489,Secondary School
Tsung Tsin College,9 Leung Choi Lane Tuen Mun,TUEN MUN,22.40329454,113.9680617,Secondary School
Salesian English School,16 Chai Wan Road Shau Kei Wan,EASTERN,22.27604477,114.2289308,Secondary School
Tai Po Sam Yuk Secondary School,2 Tai Po Tau Drive Tai Po,TAI PO,22.45414349,114.1589496,Secondary School
Tak Oi Secondary School,8 Tsz Wan Shan Road Kowloon,WONG TAI SIN,22.34753704,114.2043672,Secondary School
St. Teresa Secondary School,21 Sheung Shing Street,KOWLOON CITY,22.31884919,114.1805917,Secondary School
Good Hope School,"303 Clear Water Bay Road, Kowloon",WONG TAI SIN,22.33426789,114.2193716,Secondary School
Tak Sun Secondary School,"27 Ning Tai Road, Ma On Shan, Shatin, N.T.",SHA TIN,22.41032232,114.2220559,Secondary School
Tak Nga Secondary School,"18 Tat Chee Avenue, Yau Yat Chuen KLN",SHAM SHUI PO,22.33021873,114.1751854,Secondary School
Tack Ching Girls' Secondary School,9 Hing Wah Street West Sham Shui Po,SHAM SHUI PO,22.33204964,114.1494331,Secondary School
Tang King Po School,16 Tin Kwong Road,KOWLOON CITY,22.32041133,114.1846974,Secondary School
Tang Shiu Kin Victoria Government Secondary School,5 Oi Kwan Road Wan Chai,WAN CHAI,22.27703746,114.1786791,Secondary School
Delia Memorial School (Broadway),80-86 Broadway Mei Foo Sun Chuen Kowloon,SHAM SHUI PO,22.33557887,114.1406766,Secondary School
Delia Memorial School (Glee Path),"1-3 Glee Path, Mei Foo Sun Chuen, KLN",SHAM SHUI PO,22.33686084,114.1390164,Secondary School
Delia Memorial School (Hip Wo No.2 College),223 Hip Wo Street Kwun Tong,KWUN TONG,22.31835381,114.2270247,Secondary School
Delia Memorial School (Hip Wo),221 Hip Wo Street Kwun Tong,KWUN TONG,22.31801976,114.2267625,Secondary School
TWGHs Chen Zao Men College,1-5 Kwai Hop Street NT,KWAI TSING,22.36441038,114.1288727,Secondary School
TWGHs Mrs. Fung Wong Fung Ting College,"3-5 Lek Yuen Street, Lek Yuen Estate, Shatin",SHA TIN,22.38485277,114.1930812,Secondary School
TWGHs Kwok Yat Wai College,3 Tsui Sing Road NT,YUEN LONG,22.44776781,114.0049893,Secondary School
TWGHs Wong Fung Ling College,208 Ma On Shan Road Ma On Shan Shatin,SHA TIN,22.42346689,114.2340851,Secondary School
TWGHs Wong Fut Nam College,"1C OXFORD ROAD, KOWLOON TONG, KOWLOON",KOWLOON CITY,22.32918019,114.1800484,Secondary School
TWGHs Kap Yan Directors' College,Choi Yuen Estate Sheung Shui,NORTH,22.4991542,114.1296038,Secondary School
TWGHs Mr & Mrs Kwong Sik Kwan College,"No.1 Chung Ling Path, Tuen Mun",TUEN MUN,22.40855539,113.9720649,Secondary School
TWGHs Li Ka Shing College,Cheung Wah Estate Fanling,NORTH,22.49265573,114.1432112,Secondary School
TWGHs Lee Ching Dea Memorial College,18 Cloud View Road North Point,WAN CHAI,22.28514606,114.1940788,Secondary School
Tung Wah Group of Hospitals Lo Kon Ting Memorial College,"Phase III, Long Ping Estate Yuen Long",YUEN LONG,22.44914869,114.0220761,Secondary School
TWGHs Lui Yun Choy Memorial College,8 Yuk Nga Lane Tseung Kwan O,SAI KUNG,22.32445623,114.2554373,Secondary School
TWGHs C.Y. Ma Memorial College,"Yau Shin Street Au Tau, Yuen Long",YUEN LONG,22.44335381,114.0454461,Secondary School
TWGHs Yow Kam Yuen College,"Area 14 J, City One, Sha Tin,NT",SHA TIN,22.38402955,114.2038694,Secondary School
TWGHs Yau Tze Tin Memorial College,"1 Siu Hong Road, Siu Hong Court, Tuen Mun, N.T.",TUEN MUN,22.41496539,113.9779996,Secondary School
TWGHs S. C. Gaw Memorial College,"7 Tsing Sum Street, Town Centre, Tsing Yi, N.T.",KWAI TSING,22.35263321,114.1016159,Secondary School
Tung Wah Group of Hospitals Mrs. Wu York Yu Memorial College,13-21 On Chit Street Kwai Chung,KWAI TSING,22.37099676,114.1408811,Secondary School
TWGHs Sun Hoi Directors' College,"Wu King Estate, Tuen Mun, NT",TUEN MUN,22.37517916,113.9653557,Secondary School
TWGHs Chang Ming Thien College,300 Nam Cheong Street Sham Shui Po,SHAM SHUI PO,22.33865311,114.168992,Secondary School
GCC&ITKD Lau Pak Lok Secondary School,1 Chik Tai Lane Tai Wai Shatin,SHA TIN,22.37268946,114.1756121,Secondary School
Tung Chung Catholic School,"8,Yat Tung Street, Yat Tung (2) Estate,  Tung Chung, Lantau Island, N.T.",ISLANDS,22.28267377,113.9354535,Secondary School
YPI & CA Lee Lim Ming College,Estate Secondary School No. 2 Shan King Estate Tuen Mun New Territories,TUEN MUN,22.39976127,113.9662412,Secondary School
Valtorta College,Pui Yin Lane Tai Po,TAI PO,22.44551113,114.1680146,Secondary School
TIACC Woo Hon Fai Secondary School,No. 7 On Yin Street Tsuen Wan,TSUEN WAN,22.37734279,114.1061178,Secondary School
Fanling Government Secondary School,27 Yat Ming Road Fanling,NORTH,22.48634376,114.1445926,Secondary School
Fanling Kau Yan College,3 Yan Shing Lane Fanling,NORTH,22.48823877,114.1383632,Secondary School
Fanling Rhenish Church Secondary School,"1 Luen Yick Street, Luen Wo Market, Fanling, NT",NORTH,22.49686366,114.1421315,Secondary School
Elegantia College (Sponsored by Education Convergence),"8, Ching Shing Road, Sheung Shui",NORTH,22.49266866,114.1240959,Secondary School
Fung Kai No. 1 Secondary School,17 Jockey Club Road Sheung Shui,NORTH,22.51148893,114.1270532,Secondary School
Fung Kai Liu Man Shek Tong Secondary School,6 Fung Nam Road Sheung Shui,NORTH,22.50840059,114.1272098,Secondary School
Buddhist Tai Kwong Chi Hong College,4 Chui Yi Street Tai Po,TAI PO,22.45323183,114.1631759,Secondary School
Buddhist Tai Hung College,"38 Cheung Fat Street, So Uk, Shamshuipo",SHAM SHUI PO,22.34010615,114.1581876,Secondary School
Buddhist Fat Ho Memorial College,99 Tai O Road Tai O Lantau Island,ISLANDS,22.25196988,113.8663752,Secondary School
Buddhist Ho Nam Kam College,3 Ko Chiu Road Yau Tong,KWUN TONG,22.30043286,114.2392365,Secondary School
